Pedido;Data;Tipo Frete;Transportadora;Valor NF;Valor Frete
149411;02/03/2026;CIF;Dedicado;220920,32;9958,37
147668;02/03/2026;CIF;Transcarapia;132362,64;6721,27
147610;02/03/2026;CIF;Transcarapia;127126,7;5810,11
149315;02/03/2026;CIF;Dedicado;72000;4000
149352;02/03/2026;CIF;Dedicado;47665,12;3349,98
149171;02/03/2026;CIF;KAMER CARGO;50616,4;2974,77
149382;02/03/2026;CIF;BRASIL WEB;27870,66;2712,43
149410;02/03/2026;CIF;Dedicado;37735,24;2682,19
149226;02/03/2026;CIF;KAMER CARGO;22098;2595,6
149436;02/03/2026;CIF;BRASIL WEB;34402,6;2490,12
148493;02/03/2026;CIF;ARLETE;32402,4;2186,73
148972;02/03/2026;CIF;Transcarapia;10170;1598,15
149307;02/03/2026;CIF/FOB;SM LOG;48504;1164,76
149361;02/03/2026;CIF/FOB;TR CARGO;24044,14;1108,5
149365;02/03/2026;CIF;KAMER CARGO;11233,8;1047,09
149179;02/03/2026;CIF;BRASIL WEB;20710;982,25
149281;02/03/2026;CIF;BRASIL WEB;20426;963,5
147515;02/03/2026;CIF;ARLETE;16914,6;961,03
149346;02/03/2026;CIF;GRN LOG;20216,7;942,5
148933;02/03/2026;CIF;ARLETE;14428,49;922,54
149454;02/03/2026;CIF;SM LOG;3018;864,3
148973;02/03/2026;CIF;Transcarapia;17178,96;856,69
145847;02/03/2026;CIF/FOB;TR CARGO;13492;781,82
149446;02/03/2026;CIF;MID TRANSPORTES;10683,38;766,08
148594;02/03/2026;CIF;BRASIL WEB;8058,76;618,28
149350;02/03/2026;CIF;MID TRANSPORTES;6146,6;611,99
149375;02/03/2026;CIF/FOB;TR CARGO;9920;607,13
149383;02/03/2026;CIF/FOB;TR CARGO;18720;560,93
148861;02/03/2026;CIF/FOB;SM LOG;16792,72;519,28
148666;02/03/2026;CIF;ARLETE;7576,94;509,57
148628;02/03/2026;CIF;ARLETE;9756;481,45
149314;02/03/2026;CIF/FOB;TR CARGO;11669,58;469,62
149329;02/03/2026;CIF;GRN LOG;6800;460,85
149310;02/03/2026;CIF/FOB;TR CARGO;7663;457,43
149157;02/03/2026;CIF;ARLETE;6936,6;423,32
149353;02/03/2026;CIF/FOB;SM LOG;7194;409,54
146468;02/03/2026;CIF/FOB;TR CARGO;2400;388,28
149344;02/03/2026;CIF;GRN LOG;7193,04;387,06
146453;02/03/2026;CIF/FOB;TR CARGO;7367,33;381,47
149256;02/03/2026;CIF/FOB;TR CARGO;8790,2;339,47
148999;02/03/2026;CIF;ARLETE;5388,8;332,64
149100;02/03/2026;CIF;BRASIL WEB;3137,4;323,37
149130;02/03/2026;CIF/FOB;TR CARGO;9014,09;319,86
149401;02/03/2026;CIF;ARLETE;8030;300,62
149360;02/03/2026;CIF/FOB;TR CARGO;5076,28;292,85
148918;02/03/2026;CIF;ARLETE;4582,84;290,9
149396;02/03/2026;CIF;SM LOG;17899,07;285,65
149258;02/03/2026;CIF;SM LOG;3196;273,51
145924;02/03/2026;CIF/FOB;SM LOG;3076,8;266,29
149345;02/03/2026;CIF;TW TRANSPORTES;3009,6;265,92
149312;02/03/2026;CIF/FOB;TR CARGO;6044,12;264,25
149370;02/03/2026;CIF;SM LOG;11345,26;261,03
149308;02/03/2026;CIF;TW TRANSPORTES;3934,48;256,25
148693;02/03/2026;CIF;ARLETE;2734,8;250,67
148633;02/03/2026;CIF;GRN LOG;3197,56;248,66
149355;02/03/2026;CIF/FOB;TR CARGO;5774,7;232,84
149391;02/03/2026;CIF/FOB;TR CARGO;5400,2;232,39
149390;02/03/2026;CIF;ARLETE;3521,55;219,35
149268;02/03/2026;CIF;ARLETE;2280;216,17
149418;02/03/2026;CIF/FOB;TR CARGO;5787,6;210,9
146175;02/03/2026;CIF/FOB;SM LOG;4025,2;206,4
149305;02/03/2026;CIF;ARLETE;4029,29;203,39
148503;02/03/2026;CIF;ARLETE;5098,08;203,14
149385;02/03/2026;CIF/FOB;TR CARGO;9400,48;199,19
149379;02/03/2026;CIF;SM LOG;7663,48;198,47
148230;02/03/2026;CIF;ARLETE;5110,22;197,91
148677;02/03/2026;CIF;ARLETE;4461,87;197,67
148590;02/03/2026;CIF;ARLETE;4392,24;175,89
149313;02/03/2026;CIF/FOB;TR CARGO;7742,48;172,12
149366;02/03/2026;CIF/FOB;TR CARGO;3734;172
149309;02/03/2026;CIF;SM LOG;6904,01;171,45
149374;02/03/2026;CIF/FOB;TR CARGO;3875,34;169,84
148691;02/03/2026;CIF;ARLETE;3148,72;153,32
149131;02/03/2026;CIF/FOB;SM LOG;2962,5;147,67
148569;02/03/2026;CIF/FOB;TR CARGO;3506,72;135,16
149316;02/03/2026;CIF/FOB;TR CARGO;4189,32;134,74
148669;02/03/2026;CIF;SM LOG;3007;129,99
149428;02/03/2026;CIF/FOB;SM LOG;3309,6;120,76
149427;02/03/2026;CIF/FOB;SM LOG;3309,6;120,76
149451;02/03/2026;CIF/FOB;TR CARGO;2809,2;118,3
149388;02/03/2026;CIF;SM LOG;3314,64;112,76
149006;02/03/2026;CIF;ARLETE;1632;111,18
148944;02/03/2026;CIF/FOB;SM LOG;3046,2;109,82
146261;02/03/2026;CIF/FOB;SM LOG;3678;109,51
149409;02/03/2026;CIF/FOB;TR CARGO;3629,46;104,35
149424;02/03/2026;CIF/FOB;TR CARGO;3282,2;101,07
149439;02/03/2026;CIF/FOB;TR CARGO;2943,38;100,57
149441;02/03/2026;CIF/FOB;TR CARGO;3666;88,07
149306;02/03/2026;CIF/FOB;TR CARGO;2912,7;83,22
149291;02/03/2026;CIF;ARLETE;4178;72
148598;02/03/2026;CIF;TW TRANSPORTES;2943,49;65,91
145858;03/03/2026;CIF/FOB;Dedicado;54000;4753,84
149425;03/03/2026;CIF/FOB;VEP;99596,22;3905,95
149517;03/03/2026;CIF;TR CARGO;3663,9;139,59
149108;03/03/2026;CIF/FOB;Dedicado;66959,64;2641,88
149060;03/03/2026;CIF/FOB;VEP;51903,64;1884,85
149491;03/03/2026;CIF/FOB;VEP;49075,1;1711,11
149063;03/03/2026;CIF/FOB;VEP;52989,3;1649,84
149061;03/03/2026;CIF/FOB;VEP;43372,76;1512,26
146367;03/03/2026;CIF/FOB;VEP;8400;1338,48
149493;03/03/2026;CIF/FOB;VEP;37419,46;1257,24
149599;03/03/2026;CIF;TR CARGO;5627,88;187,9
149540;03/03/2026;CIF/FOB;TR CARGO;34930;1094,58
149629;03/03/2026;CIF;TW TRANSPORTES;5084,6;226,07
149631;03/03/2026;CIF;GRN LOG;10225,83;1184,02
149634;03/03/2026;CIF;TR CARGO;21600;870,73
149630;03/03/2026;CIF;MID TRANSPORTES;6078,16;357,11
145923;03/03/2026;CIF/FOB;TR CARGO;10200;1000,79
148958;03/03/2026;CIF/FOB;TR CARGO;17610;917,39
149470;03/03/2026;CIF/FOB;TR CARGO;41018,89;933,67
149472;03/03/2026;CIF/FOB;TR CARGO;25298;877,83
149105;03/03/2026;CIF/FOB;TR CARGO;16011,54;639,32
149109;03/03/2026;CIF/FOB;Dedicado;14852,16;338,38
149474;03/03/2026;CIF/FOB;TR CARGO;19523,41;586,99
149285;03/03/2026;CIF;Dedicado;293263,12;7161,81
145993;03/03/2026;CIF/FOB;TR CARGO;6276;539,61
149286;03/03/2026;CIF;Dedicado;75418,8;1938,03
149554;03/03/2026;CIF;BRASIL WEB;55775,95;5021,59
145906;03/03/2026;CIF/FOB;TR CARGO;3000;484,81
149506;03/03/2026;CIF/FOB;TR CARGO;10076,26;462,97
149549;03/03/2026;CIF;BRASIL WEB;52430,66;3702,36
149462;03/03/2026;CIF/FOB;TR CARGO;9303,12;389,43
146314;03/03/2026;CIF/FOB;TR CARGO;3048;365,86
146313;03/03/2026;CIF/FOB;TR CARGO;3048;365,86
149333;03/03/2026;CIF/FOB;TR CARGO;7548,32;369,48
148298;03/03/2026;CIF;VEP;33060,45;2752,23
148305;03/03/2026;CIF;VEP;32932,32;2771,95
149477;03/03/2026;CIF;BRASIL WEB;26502,72;1994,7
149468;03/03/2026;CIF;KAMER CARGO;26219,2;2269,09
149487;03/03/2026;CIF;MID TRANSPORTES;26217,95;1410,4
149272;03/03/2026;CIF;TW TRANSPORTES;26000;445,05
149463;03/03/2026;CIF/FOB;TR CARGO;6607,28;359,88
149514;03/03/2026;CIF;GRN LOG;25127,12;4158,92
148304;03/03/2026;CIF;VEP;24455,91;1764,63
148325;03/03/2026;CIF;VEP;22097,36;1186,18
149404;03/03/2026;CIF;GRN LOG;21814,2;1630,56
148318;03/03/2026;CIF;VEP;21241,91;999,64
149417;03/03/2026;CIF;ARLETE;21663,8;973,38
148309;03/03/2026;CIF;VEP;20277,18;1147,9
148314;03/03/2026;CIF;VEP;19950,52;1143,62
148324;03/03/2026;CIF;VEP;19912,67;1163,03
148294;03/03/2026;CIF;VEP;19681,94;1133,61
148308;03/03/2026;CIF;VEP;19697,6;1234,68
148301;03/03/2026;CIF;VEP;19297,84;1126,28
149420;03/03/2026;CIF/FOB;TR CARGO;7167,44;329,88
148303;03/03/2026;CIF;VEP;19220,8;1153,25
148312;03/03/2026;CIF;VEP;19079,53;1172,97
148299;03/03/2026;CIF;VEP;18564,7;948,48
148323;03/03/2026;CIF;VEP;18881,4;1119,43
148321;03/03/2026;CIF;VEP;18584,34;1116,6
148316;03/03/2026;CIF;VEP;18389,17;1113,26
148313;03/03/2026;CIF;VEP;18316,18;1112,37
148307;03/03/2026;CIF;VEP;18321,36;944,43
148315;03/03/2026;CIF;VEP;18249,18;946,08
148300;03/03/2026;CIF;VEP;18182,01;940,22
148297;03/03/2026;CIF;VEP;18101,56;938,67
148296;03/03/2026;CIF;VEP;18101,56;938,67
148326;03/03/2026;CIF;VEP;17663,68;934,6
148320;03/03/2026;CIF;VEP;17590,69;934,42
148317;03/03/2026;CIF;VEP;17395,52;930,36
148322;03/03/2026;CIF;VEP;16984,9;918,53
149461;03/03/2026;CIF;BRASIL WEB;16294,08;1383,93
149526;03/03/2026;CIF;TR CARGO;16430,4;536,46
149513;03/03/2026;CIF;BRASIL WEB;13792,52;1457,47
148295;03/03/2026;CIF;VEP;10748,44;455,07
147083;03/03/2026;CIF;KAMER CARGO;10432,38;731,07
149466;03/03/2026;CIF;KAMER CARGO;10222,8;1336,17
149255;03/03/2026;CIF/FOB;TR CARGO;5773,76;328,7
146207;03/03/2026;CIF/FOB;TR CARGO;4231,62;299,39
146315;03/03/2026;CIF/FOB;TR CARGO;4482;278,62
149600;03/03/2026;CIF/FOB;TR CARGO;7902,16;256,96
148732;03/03/2026;CIF/FOB;TR CARGO;5682,2;259,25
149485;03/03/2026;CIF;MID TRANSPORTES;8794,8;697,35
149572;03/03/2026;CIF/FOB;TR CARGO;8951,32;245,54
149431;03/03/2026;CIF/FOB;TR CARGO;5054,4;204,16
149552;03/03/2026;CIF;TR CARGO;7755,9;204,92
149531;03/03/2026;CIF;BRASIL WEB;7576,76;688,84
149337;03/03/2026;CIF;TR CARGO;7561,56;297,2
149611;03/03/2026;CIF/FOB;TR CARGO;4658,2;180,77
149467;03/03/2026;CIF/FOB;TR CARGO;5253,72;178,31
149576;03/03/2026;CIF/FOB;TR CARGO;3832,64;175,42
149538;03/03/2026;CIF/FOB;TR CARGO;3588;164,21
147084;03/03/2026;CIF;KAMER CARGO;5718,04;314,15
146370;03/03/2026;CIF/FOB;TR CARGO;960;155,45
149575;03/03/2026;CIF;MID TRANSPORTES;5083,5;140,6
146432;03/03/2026;CIF;ARLETE;5016;892,87
149488;03/03/2026;CIF;MID TRANSPORTES;4975;198,08
149542;03/03/2026;CIF;ARLETE;4928,64;133,57
149271;03/03/2026;CIF;MID TRANSPORTES;4890;274,63
146037;03/03/2026;CIF;TR CARGO;4800;759,11
145915;03/03/2026;CIF;TR CARGO;4800;759,11
149475;03/03/2026;CIF/FOB;TR CARGO;4644;155,81
149567;03/03/2026;CIF/FOB;TR CARGO;6049,8;150,46
149577;03/03/2026;CIF/FOB;TR CARGO;4210,83;141,73
146107;03/03/2026;CIF/FOB;TR CARGO;2137,2;141,24
149476;03/03/2026;CIF;GRN LOG;4200;129,92
149528;03/03/2026;CIF/FOB;TR CARGO;3060;136,4
149566;03/03/2026;CIF;ARLETE;3841,6;203,59
149465;03/03/2026;CIF/FOB;TR CARGO;3888;125,36
149442;03/03/2026;CIF/FOB;TR CARGO;5307;127,98
149574;03/03/2026;CIF;GRN LOG;3183,6;203,76
149473;03/03/2026;CIF/FOB;TR CARGO;2984,8;120,57
146312;03/03/2026;CIF;GRN LOG;3048;2112,15
146041;03/03/2026;CIF;TR CARGO;3033,2;402,7
146108;03/03/2026;CIF;TW TRANSPORTES;3000;539,74
146100;03/03/2026;CIF;TR CARGO;3000;473,91
146040;03/03/2026;CIF;TR CARGO;3000;473,91
149534;03/03/2026;CIF/FOB;TR CARGO;3249,36;98,15
149435;03/03/2026;CIF;GRN LOG;2952,12;149,23
149489;03/03/2026;CIF;ARLETE;2909,46;133,58
149598;03/03/2026;CIF/FOB;TR CARGO;4779,64;101,55
148720;03/03/2026;CIF/FOB;TR CARGO;4163,76;77,26
148997;03/03/2026;CIF;KAMER CARGO;18636,8;1244,43
149134;03/03/2026;CIF/FOB;Dedicado;2309,05;17,01
148584;03/03/2026;CIF;GRN LOG;15835,8;342,43
149495;04/03/2026;CIF/FOB;TR CARGO;73316,28;2486,87
149233;04/03/2026;CIF/FOB;TR CARGO;35322,3;1748,05
149114;04/03/2026;CIF/FOB;TR CARGO;26535,06;1146,94
149718;04/03/2026;CIF/FOB;TR CARGO;23464,36;1111,28
149324;04/03/2026;CIF/FOB;TR CARGO;18685,6;1044,16
149586;04/03/2026;CIF/FOB;TR CARGO;26093,76;1024,43
149348;04/03/2026;CIF/FOB;Dedicado;2594,54;41,24
149343;04/03/2026;CIF/FOB;SM LOG;64032,01;1292,27
149546;04/03/2026;CIF/FOB;TR CARGO;29339,93;972,71
149725;04/03/2026;CIF/FOB;TR CARGO;27096,04;941,55
149677;04/03/2026;CIF/FOB;TR CARGO;23843,53;910,82
149590;04/03/2026;CIF;TW TRANSPORTES;9146,41;453,81
149464;04/03/2026;CIF;GRN LOG;9956,58;910,91
148626;04/03/2026;CIF;KAMER CARGO;44959,14;2469,14
149645;04/03/2026;CIF;GRN LOG;37539,3;1771,43
149644;04/03/2026;CIF;SM LOG;11600;665,59
149569;04/03/2026;CIF;BRASIL WEB;12570;667,66
149561;04/03/2026;CIF;KAMER CARGO;9988,99;416,11
149558;04/03/2026;CIF;KAMER CARGO;9988,99;416,11
149557;04/03/2026;CIF;KAMER CARGO;17222,4;715,23
149625;04/03/2026;CIF;KAMER CARGO;12570;526,86
149649;04/03/2026;CIF;TW TRANSPORTES;5293,6;315,14
149617;04/03/2026;CIF;ARLETE;3304,8;159,64
149601;04/03/2026;CIF;TW TRANSPORTES;2356,84;66,81
149400;04/03/2026;CIF;KAMER CARGO;25090;1914,78
149367;04/03/2026;CIF;TW TRANSPORTES;11754;357,52
149541;04/03/2026;CIF/FOB;Dedicado;51654,76;1366,14
149537;04/03/2026;CIF/FOB;Dedicado;28514,38;798,6
149536;04/03/2026;CIF/FOB;Dedicado;49243,08;1157,93
149338;04/03/2026;CIF/FOB;Dedicado;82222,25;1848,48
149336;04/03/2026;CIF/FOB;Dedicado;149153,01;3275,5
149110;04/03/2026;CIF/FOB;SM LOG;20290,88;629,7
149240;04/03/2026;CIF;BRASIL WEB;146796;5631,89
149715;04/03/2026;CIF;KAMER CARGO;13920;1358,12
149689;04/03/2026;CIF;TW TRANSPORTES;5149,36;267,46
149661;04/03/2026;CIF;BRASIL WEB;3924,6;477,41
149607;04/03/2026;CIF;BRASIL WEB;9349,2;690,49
149004;04/03/2026;CIF;SM LOG;18052,9;594,43
149687;04/03/2026;CIF;SM LOG;33858;543,42
149760;04/03/2026;CIF;BRASIL WEB;49118,9;3106,86
149758;04/03/2026;CIF;BRASIL WEB;3588;303,73
148570;04/03/2026;CIF/FOB;TR CARGO;10460,96;508,69
149692;04/03/2026;CIF;SM LOG;15582,72;147,76
149479;04/03/2026;CIF;SM LOG;2942,37;116,26
149364;04/03/2026;CIF;MID TRANSPORTES;9040,92;837,25
149174;04/03/2026;CIF;MID TRANSPORTES;4961,4;283,14
149077;04/03/2026;CIF;SM LOG;4590;39,94
149781;04/03/2026;CIF;SM LOG;5232,24;78
149776;04/03/2026;CIF;GRN LOG;13221,84;1502,38
149775;04/03/2026;CIF;BRASIL WEB;5034,39;360,35
149774;04/03/2026;CIF;BRASIL WEB;16492,7;1284,76
149545;04/03/2026;CIF/FOB;Dedicado;31290,4;750,23
149532;04/03/2026;CIF/FOB;Dedicado;121769;3651,81
149814;04/03/2026;CIF;GRN LOG;17308,67;1153,61
149813;04/03/2026;CIF;MID TRANSPORTES;5808;592,67
149790;04/03/2026;CIF;MID TRANSPORTES;5543,46;291,34
149675;04/03/2026;CIF/FOB;TR CARGO;10244,6;507,91
149704;04/03/2026;CIF;BRASIL WEB;32185;3270,95
149691;04/03/2026;CIF;SM LOG;6035,36;281,41
149244;04/03/2026;CIF;TW TRANSPORTES;6403,64;452,26
149419;04/03/2026;CIF;TW TRANSPORTES;4078,59;217,92
149829;04/03/2026;CIF;GRN LOG;5373;465,84
149825;04/03/2026;CIF;TW TRANSPORTES;5966,7;340,77
149824;04/03/2026;CIF;BRASIL WEB;20094,72;2024,56
149646;04/03/2026;CIF/FOB;TR CARGO;9900;441,15
149643;04/03/2026;CIF/FOB;TR CARGO;9677,84;374,5
149745;04/03/2026;CIF/FOB;TR CARGO;10678,24;334,37
149743;04/03/2026;CIF/FOB;TR CARGO;11180;329,94
149658;04/03/2026;CIF/FOB;TR CARGO;6134;303,52
149694;04/03/2026;CIF/FOB;TR CARGO;6554,4;269,15
149685;04/03/2026;CIF/FOB;TR CARGO;4629,2;256,25
149706;04/03/2026;CIF/FOB;TR CARGO;7006,64;256,62
149744;04/03/2026;CIF/FOB;TR CARGO;5142,2;238,92
149759;04/03/2026;CIF/FOB;TR CARGO;5048,2;230,29
148919;04/03/2026;CIF/FOB;TR CARGO;8664,71;261,95
149700;04/03/2026;CIF/FOB;TR CARGO;10432,1;225,62
149559;04/03/2026;CIF/FOB;TR CARGO;4500;200,32
149584;04/03/2026;CIF/FOB;TR CARGO;4390,38;209,32
149701;04/03/2026;CIF/FOB;TR CARGO;5778,6;186,96
149547;04/03/2026;CIF/FOB;TR CARGO;4393,93;182,72
146851;04/03/2026;CIF/FOB;TR CARGO;6569,68;201,24
149094;04/03/2026;CIF/FOB;TR CARGO;2941,84;175,45
149660;04/03/2026;CIF/FOB;TR CARGO;3750,32;175,49
149782;04/03/2026;CIF/FOB;TR CARGO;4928;173,73
149653;04/03/2026;CIF/FOB;TR CARGO;4104;161,51
149640;04/03/2026;CIF/FOB;TR CARGO;4267,36;155,39
149784;04/03/2026;CIF/FOB;TR CARGO;5152,8;156,87
149738;04/03/2026;CIF/FOB;TR CARGO;3073,4;151,07
149654;04/03/2026;CIF/FOB;TR CARGO;3504;143,53
149797;04/03/2026;CIF/FOB;TR CARGO;3469,66;140,31
149802;04/03/2026;CIF/FOB;TR CARGO;3240;137,97
149330;04/03/2026;CIF/FOB;SM LOG;15770;487,66
149323;04/03/2026;CIF/FOB;SM LOG;17586,5;596,01
149682;04/03/2026;CIF/FOB;TR CARGO;3060;136,4
149681;04/03/2026;CIF/FOB;TR CARGO;2950,62;134,71
149711;04/03/2026;CIF/FOB;TR CARGO;4178,42;136,04
146787;04/03/2026;CIF/FOB;TR CARGO;2619;128,27
149292;04/03/2026;CIF/FOB;TR CARGO;3113,22;129,28
149097;04/03/2026;CIF/FOB;TR CARGO;1764,24;122,73
149322;04/03/2026;CIF/FOB;SM LOG;23910,2;774,86
149319;04/03/2026;CIF/FOB;SM LOG;16702;538,68
149318;04/03/2026;CIF/FOB;SM LOG;23820,6;744,7
149317;04/03/2026;CIF/FOB;SM LOG;26817,6;868,91
149783;04/03/2026;CIF/FOB;TR CARGO;3109,6;119,92
149788;04/03/2026;CIF/FOB;TR CARGO;2934;118,71
149235;04/03/2026;CIF/FOB;TR CARGO;2827,62;109,59
149652;04/03/2026;CIF/FOB;TR CARGO;2946,84;96,23
149746;04/03/2026;CIF/FOB;TR CARGO;2708,52;66,64
149826;05/03/2026;CIF/FOB;TR CARGO;2662,2;138,43
149823;05/03/2026;CIF/FOB;TR CARGO;4973,4;129,33
147419;05/03/2026;CIF;GRN LOG;2173,83;173,63
149855;05/03/2026;CIF/FOB;TR CARGO;13102,44;515,18
149854;05/03/2026;CIF;TW TRANSPORTES;2782,8;103,93
149853;05/03/2026;CIF;GRN LOG;5165,68;506,19
149852;05/03/2026;CIF;ARLETE;3087,68;175,28
149851;05/03/2026;CIF/FOB;TR CARGO;3741,2;166,03
149879;05/03/2026;CIF;TW TRANSPORTES;6503,72;635,7
149870;05/03/2026;CIF;TW TRANSPORTES;6985,04;525,86
149867;05/03/2026;CIF;GRN LOG;5581,72;424,38
149865;05/03/2026;CIF/FOB;TR CARGO;3158,8;165,56
149857;05/03/2026;CIF/FOB;TR CARGO;8940;229,16
149850;05/03/2026;CIF/FOB;TR CARGO;3715,8;98,62
149848;05/03/2026;CIF/FOB;TR CARGO;8582,4;227,44
149847;05/03/2026;CIF/FOB;TR CARGO;12862,28;472,79
149835;05/03/2026;CIF/FOB;TR CARGO;4842,66;91,31
149795;05/03/2026;CIF/FOB;DEDICADO;38060,15;581,78
149793;05/03/2026;CIF/FOB;DEDICADO;38902,55;588,65
149792;05/03/2026;CIF/FOB;DEDICADO;39382,55;591,2
149791;05/03/2026;CIF/FOB;DEDICADO;39382,55;591,2
149787;05/03/2026;CIF/FOB;DEDICADO;39382,55;591,2
149772;05/03/2026;CIF/FOB;TR CARGO;16501,53;531,5
149722;05/03/2026;CIF;BRASIL WEB;14901,86;1208,92
149684;05/03/2026;CIF/FOB;DEDICADO;39965,75;595,12
149648;05/03/2026;CIF/FOB;TR CARGO;5427,78;131,75
149568;05/03/2026;CIF/FOB;TR CARGO;5427,78;131,75
149564;05/03/2026;CIF/FOB;TR CARGO;5427,78;131,75
149560;05/03/2026;CIF/FOB;TR CARGO;5427,78;131,75
149444;05/03/2026;CIF/FOB;TR CARGO;5427,78;131,75
149443;05/03/2026;CIF;KAMER CARGO;10350;836,82
149402;05/03/2026;CIF;KAMER CARGO;24004,8;1944,37
149311;05/03/2026;CIF;TW TRANSPORTES;4931,53;323,64
149261;05/03/2026;CIF;SM LOG;4773,55;78,52
149126;05/03/2026;CIF/FOB;TR CARGO;8265,51;372,95
148966;05/03/2026;CIF/FOB;TR CARGO;57957,03;2789,65
148947;05/03/2026;CIF/FOB;DEDICADO;33854,55;485,77
148916;05/03/2026;CIF/FOB;DEDICADO;33854,55;485,77
148025;05/03/2026;CIF;KAMER CARGO;10575,53;845,28
149913;05/03/2026;CIF;KAMER CARGO;19745,6;1203,28
149895;05/03/2026;CIF;GRN LOG;11474,74;585,97
149885;05/03/2026;CIF/FOB;TR CARGO;4283,14;128,93
149929;05/03/2026;CIF;BRASIL WEB;34098,67;2468,32
149928;05/03/2026;CIF;BRASIL WEB;34098,67;2468,32
149922;05/03/2026;CIF/FOB;TR CARGO;4709,4;128,86
149921;05/03/2026;CIF/FOB;TR CARGO;4379,34;127,18
149905;05/03/2026;CIF;SM LOG;10417,2;250,31
149950;05/03/2026;CIF;ARLETE;6753,84;289,6
149934;05/03/2026;CIF;TW TRANSPORTES;4133;396,4
149919;05/03/2026;CIF;GRN LOG;3109,6;266,14
149915;05/03/2026;CIF;GRN LOG;5970;319,95
149846;05/03/2026;CIF/FOB;TR CARGO;16144,33;505,8
149985;05/03/2026;CIF;TW TRANSPORTES;5327,76;177,96
149278;05/03/2026;CIF;GRN LOG;13988;1187,67
149896;05/03/2026;CIF;ARLETE;126459,96;5086,32
149883;05/03/2026;CIF/FOB;TR CARGO;3629,28;116,12
150011;05/03/2026;CIF;BRASIL WEB;4064,4;341,32
150008;05/03/2026;CIF/FOB;TR CARGO;4712;166,36
150006;05/03/2026;CIF;ARLETE;9096,2;461,34
149943;05/03/2026;CIF/FOB;TR CARGO;33210;1259,6
149942;05/03/2026;CIF/FOB;TR CARGO;35370;1291,74
149893;05/03/2026;CIF/FOB;TR CARGO;13676,61;687,82
149903;05/03/2026;CIF;DEDICADO;21069,6;1000
149755;05/03/2026;CIF;BRASIL WEB;20278,02;1859,25
149748;05/03/2026;CIF;BRASIL WEB;20078,82;1848,28
148603;05/03/2026;CIF/FOB;TR CARGO;4359,68;167,97
147865;05/03/2026;CIF;GRN LOG;3088,8;143,78
149970;05/03/2026;CIF;BRASIL WEB;20821,22;1404,22
149967;05/03/2026;CIF;GRN LOG;5419,2;409,49
149966;05/03/2026;CIF;CIVARDI;12317,68;544,35
149965;05/03/2026;CIF;BRASIL WEB;9140,79;1029,02
149964;05/03/2026;CIF;TW TRANSPORTES;8030,96;238,87
149876;05/03/2026;CIF/FOB;TR CARGO;3016,8;114,75
149868;05/03/2026;CIF/FOB;TR CARGO;3788,8;148,31
149368;05/03/2026;CIF/FOB;TR CARGO;9625,35;482,88
149987;05/03/2026;CIF/FOB;TR CARGO;17117,04;524,33
149948;05/03/2026;CIF/FOB;TR CARGO;8180,42;294,61
149946;05/03/2026;CIF/FOB;TR CARGO;5904,95;212,3
149945;05/03/2026;CIF;GRN LOG;5565,23;470,48
149960;05/03/2026;CIF;SM LOG;48862,8;2076,28
149936;05/03/2026;CIF/FOB;TR CARGO;3490,8;97,93
149740;05/03/2026;CIF;SM LOG;41968,8;822,15
149963;05/03/2026;CIF/FOB;TR CARGO;3689,62;148,9
149594;05/03/2026;CIF;BRASIL WEB;36224,02;2977,28
149592;05/03/2026;CIF;BRASIL WEB;43000,38;3589,67
149975;05/03/2026;CIF;GRN LOG;5955,6;286,94
149954;05/03/2026;CIF;TW TRANSPORTES;13178,24;342,4
149910;05/03/2026;CIF;TW TRANSPORTES;36710;2573,28
149602;05/03/2026;CIF;BRASIL WEB;19922,58;1625,46
149902;05/03/2026;CIF/FOB;DEDICADO;8902,28;178,41
149900;05/03/2026;CIF/FOB;DEDICADO;29267,19;484,17
149899;05/03/2026;CIF/FOB;DEDICADO;30408,87;500,46
149897;05/03/2026;CIF/FOB;TR CARGO;8419,27;278,37
149951;06/03/2026;CIF/FOB;TR CARGO;9458,95;256,41
150037;06/03/2026;CIF/FOB;TR CARGO;7451,24;277,13
149947;06/03/2026;CIF;GRN LOG;10925;685,36
150013;06/03/2026;CIF/FOB;TR CARGO;5444,88;278,2
149933;06/03/2026;CIF;GRN LOG;370,8;136,6
149372;06/03/2026;CIF/FOB;TR CARGO;10522,57;449,24
149471;06/03/2026;CIF/FOB;TR CARGO;3819,2;204,16
147544;06/03/2026;CIF/FOB;TR CARGO;25629,01;1059,61
149889;06/03/2026;CIF/FOB;TR CARGO;7222,14;221,13
150036;06/03/2026;CIF/FOB;SM LOG;19865,96;780,46
150044;06/03/2026;CIF/FOB;TR CARGO;2966,27;177,73
149863;06/03/2026;CIF/FOB;TR CARGO;4128,36;127,49
149770;06/03/2026;CIF;MID TRANSPORTES;3496,78;161,64
149901;06/03/2026;CIF/FOB;TR CARGO;12254,95;386,13
149608;06/03/2026;CIF;GRN LOG;11136;390,17
149606;06/03/2026;CIF;BRASIL WEB;11424,36;1022,24
149320;06/03/2026;CIF/FOB;SM LOG;24655,6;1231,83
149321;06/03/2026;CIF/FOB;SM LOG;12939,6;629,98
149138;06/03/2026;CIF/FOB;SM LOG;26535,06;1074,87
149535;06/03/2026;CIF/FOB;TR CARGO;3214,59;155,7
149739;06/03/2026;CIF/FOB;SM LOG;7769,34;244,67
