Pedido;Data;Tipo Frete;Transportadora;Valor NF;Valor Frete
153274;01/04/2026;CIF/FOB;TR CARGO;2582,72;126,62
152212;01/04/2026;CIF/FOB;CPP LOG;6176,74;216,09
152935;01/04/2026;CIF/FOB;TR CARGO;45733;1890,86
152399;01/04/2026;CIF/FOB;VEP;51286,08;2387,42
152719;01/04/2026;CIF/FOB;CPP LOG;12907,28;401,03
152211;01/04/2026;CIF/FOB;CPP LOG;4952,98;234,17
152998;01/04/2026;CIF/FOB;CPP LOG;35581,06;1319,06
153304;01/04/2026;CIF/FOB;CPP LOG;13862;737,83
153300;01/04/2026;CIF/FOB;CPP LOG;10312;589,07
153296;01/04/2026;CIF/FOB;TR CARGO;11260;610,02
153295;01/04/2026;CIF/FOB;TR CARGO;12420;666,54
153294;01/04/2026;CIF/FOB;TR CARGO;8288;510,91
153269;01/04/2026;CIF/FOB;TR CARGO;8288;510,91
153128;01/04/2026;CIF/FOB;TR CARGO;15289,8;328,8
152899;01/04/2026;CIF/FOB;VEP;4376,04;107,4
153174;01/04/2026;CIF/FOB;VEP;19967,36;472,54
153310;01/04/2026;CIF/FOB;TR CARGO;9172,5;444,26
151425;01/04/2026;CIF/FOB;VEP;15586,1;682,9
153270;01/04/2026;CIF/FOB;VEP;9860,66;461,57
153059;01/04/2026;CIF/FOB;VEP;22499,2;765,12
152065;01/04/2026;CIF/FOB;VEP;25884,7;1045,47
152060;01/04/2026;CIF/FOB;CPP LOG;107150,3;3169,21
152063;01/04/2026;CIF/FOB;CPP LOG;77641,18;2004,46
152064;01/04/2026;CIF/FOB;TR CARGO;139045,4;3587,93
152615;01/04/2026;CIF/FOB;TR CARGO;52973,02;1452,42
152937;01/04/2026;CIF/FOB;FTB;141012,4;4992,41
152573;01/04/2026;CIF;CPP LOG;3024;275,62
153227;01/04/2026;CIF;CPP LOG;4740;95
153265;01/04/2026;CIF;CPP LOG;14247,36;374,2
152745;01/04/2026;CIF/FOB;FTB;71178,12;2022,14
152066;01/04/2026;CIF/FOB;FTB;79678,7;3354,35
153275;01/04/2026;CIF/FOB;FTB;62919,86;1536,99
153346;02/04/2026;CIF;TW TRANSPORTES;409,86;65,09
153325;02/04/2026;CIF;KAMER CARGO;50522,94;2981,83
153259;02/04/2026;CIF;MID TRANSPORTES;3616,57;236,27
153258;02/04/2026;CIF;MID TRANSPORTES;3616,57;179,45
153257;02/04/2026;CIF;MID TRANSPORTES;3616,57;179,45
153256;02/04/2026;CIF;MID TRANSPORTES;3582,67;171,64
153255;02/04/2026;CIF;MID TRANSPORTES;3448,45;233,88
153254;02/04/2026;CIF;MID TRANSPORTES;3448,45;177,06
153253;02/04/2026;CIF;MID TRANSPORTES;3448,45;177,06
153243;02/04/2026;CIF;GRN LOG;9795,39;1008
153211;02/04/2026;CIF;MID TRANSPORTES;3501,07;123,39
153124;02/04/2026;CIF;ROSANELLA;3046,8;98,62
153110;02/04/2026;CIF;TW TRANSPORTES;3340;362,96
153064;02/04/2026;CIF;KAMER CARGO;7353,26;394,19
153039;02/04/2026;CIF;KAMER CARGO;3928,44;339,3
152743;02/04/2026;CIF;ROSANELLA;3670,56;128,81
152688;02/04/2026;CIF;GRN LOG;11979,72;1514,73
152684;02/04/2026;CIF;KAMER CARGO;27562,07;2456,84
152559;02/04/2026;CIF;TW TRANSPORTES;17054,93;639,36
153386;02/04/2026;CIF;GRN LOG;12894,96;1215,78
153383;02/04/2026;CIF;CIVARDI;10111,22;1193,38
153382;02/04/2026;CIF;KAMER CARGO;10246,8;772,33
153308;02/04/2026;CIF;ROSANELLA;5099,52;118,13
153371;02/04/2026;CIF;KAMER CARGO;57105,6;3550,4
153339;02/04/2026;CIF;MID TRANSPORTES;50176,95;1064,74
153337;02/04/2026;CIF;MID TRANSPORTES;6694,85;398,36
153252;02/04/2026;CIF;TW TRANSPORTES;4717,8;574,69
153244;02/04/2026;CIF;KAMER CARGO;12160,24;1111,28
153200;02/04/2026;CIF;GRN LOG;2880,48;277,83
153149;02/04/2026;CIF;ARLETE;4931,29;229,35
153398;02/04/2026;CIF;KAMER CARGO;10047,39;976,5
153338;02/04/2026;CIF;ROSANELLA;2592;162,31
153314;02/04/2026;CIF;KAMER CARGO;11014,95;944,3
153277;02/04/2026;CIF;CIVARDI;87263,84;4626,16
153230;02/04/2026;CIF;MID TRANSPORTES;44889,72;1949,55
152786;02/04/2026;CIF;BRASIL WEB;10197,82;485,93
152769;02/04/2026;CIF;GRN LOG;22945,8;3040,09
152671;02/04/2026;CIF;GRN LOG;3283,2;226,17
152563;02/04/2026;CIF;MID TRANSPORTES;42621,4;3233,25
153428;02/04/2026;CIF;GRN LOG;15328,82;665,07
153421;02/04/2026;CIF;KAMER CARGO;25267,97;2581,26
153458;02/04/2026;CIF;KAMER CARGO;15547,97;1401,76
153446;02/04/2026;CIF;GRN LOG;3007,96;190,75
153456;02/04/2026;CIF;KAMER CARGO;13527,37;1050,9
150678;02/04/2026;CIF;TW TRANSPORTES;11430,08;675,33
153444;02/04/2026;CIF;KAMER CARGO;31587,43;2590,51
153453;02/04/2026;CIF;CIVARDI;11996,08;1091,43
153442;02/04/2026;CIF;CIVARDI;23044;1751,09
153441;02/04/2026;CIF;CIVARDI;23044;1751,09
153469;02/04/2026;CIF;CIVARDI;10092,56;727,13
153445;02/04/2026;CIF;KAMER CARGO;32034,11;2586,92
153443;02/04/2026;CIF;CIVARDI;223988,62;19571,89
153436;02/04/2026;CIF;MID TRANSPORTES;48360;1925,47
153345;02/04/2026;CIF;GRN LOG;3672,82;90,99
153324;02/04/2026;CIF;GRN LOG;46365;3526,02
153264;02/04/2026;CIF;ROSANELLA;9591,36;350,03
153226;02/04/2026;CIF;ROSANELLA;9984;293,99
153467;02/04/2026;CIF/FOB;CPP LOG;61777,67;2093,11
153269;02/04/2026;CIF/FOB;CPP LOG;8248;510,91
152920;02/04/2026;CIF/FOB;CPP LOG;48504,4;2159,37
153362;02/04/2026;CIF/FOB;CPP LOG;8036,08;190,29
153311;02/04/2026;CIF/FOB;CPP LOG;2634,75;98,72
153388;02/04/2026;CIF/FOB;CPP LOG;2575,18;92,48
153315;02/04/2026;CIF/FOB;CPP LOG;68415,34;1944,55
153391;02/04/2026;CIF/FOB;CPP LOG;162566,07;4490,23
153242;02/04/2026;CIF/FOB;CPP LOG;16386,33;552,61
152939;02/04/2026;CIF/FOB;CPP LOG;3880,36;120,21
153377;02/04/2026;CIF/FOB;TR CARGO;9351,9;242,82
153376;02/04/2026;CIF/FOB;TR CARGO;9351,9;242,82
153369;02/04/2026;CIF/FOB;TR CARGO;9351,9;242,82
151738;02/04/2026;CIF/FOB;TR CARGO;17210,57;395,39
153402;02/04/2026;CIF/FOB;TR CARGO;15507,84;352,01
153373;02/04/2026;CIF/FOB;TR CARGO;2426,56;77,86
152942;02/04/2026;CIF/FOB;TR CARGO;24941,45;881,85
152940;02/04/2026;CIF/FOB;TR CARGO;33034,03;1106,14
153468;02/04/2026;CIF/FOB;TR CARGO;9705,27;86,32
153306;02/04/2026;CIF/FOB;TR CARGO;8802,93;392,22
153068;02/04/2026;CIF/FOB;TR CARGO;10611;459,44
153327;02/04/2026;CIF/FOB;TR CARGO;2843,12;120,13
153385;02/04/2026;CIF/FOB;TR CARGO;5681,7;300,75
153370;02/04/2026;CIF/FOB;TR CARGO;51046,38;1366,91
152891;02/04/2026;CIF/FOB;TR CARGO;3065,14;105,65
153107;02/04/2026;CIF/FOB;TR CARGO;3452,79;139,46
153278;02/04/2026;CIF/FOB;TR CARGO;2929,16;92,85
152135;02/04/2026;CIF/FOB;TR CARGO;2585,8;96,46
152541;02/04/2026;CIF/FOB;TR CARGO;4408,18;89,15
153207;02/04/2026;CIF/FOB;TR CARGO;1605,84;23,88
153077;02/04/2026;CIF/FOB;TR CARGO;8400;144,2
153396;02/04/2026;CIF/FOB;TR CARGO;9529,16;403,52
153454;06/04/2026;CIF;TW TRANSPORTES;5540,46;472,51
153452;06/04/2026;CIF;KAMER CARGO;43898,12;2307,85
153450;06/04/2026;CIF;GRN LOG;10183,04;560,47
153432;06/04/2026;CIF;TW TRANSPORTES;4869,16;286,72
152380;06/04/2026;CIF;TW TRANSPORTES;6866,41;608,84
150678;06/04/2026;CIF;TW TRANSPORTES;11430,08;675,33
153481;06/04/2026;CIF;GRN LOG;26171,92;2929,3
153480;06/04/2026;CIF;TW TRANSPORTES;4929,54;339,62
153474;06/04/2026;CIF;MID TRANSPORTES;8945,42;341,74
153491;06/04/2026;CIF;CIVARDI;16894,09;1748,54
153196;06/04/2026;CIF;GRN LOG;3097,36;361,8
152956;06/04/2026;CIF;TW TRANSPORTES;6634,14;674,95
152788;06/04/2026;CIF;GRN LOG;15919,43;688,93
153222;06/04/2026;CIF;KAMER CARGO;58592;3046,83
153542;06/04/2026;CIF;MID TRANSPORTES;13310,22;434,95
153524;06/04/2026;CIF;BRASIL WEB;22755;1437,55
153523;06/04/2026;CIF;BRASIL WEB;22755;1437,55
153415;06/04/2026;CIF;GRN LOG;23235,6;3572,91
153177;06/04/2026;CIF;GRN LOG;3756,72;156,03
153092;06/04/2026;CIF;MID TRANSPORTES;5849,2;343,07
152309;06/04/2026;CIF;TW TRANSPORTES;8056,46;416,84
153562;06/04/2026;CIF;TW TRANSPORTES;5995,12;433,59
153555;06/04/2026;CIF;ARLETE;7447,39;368,3
153551;06/04/2026;CIF;MID TRANSPORTES;5474,51;358,71
153378;06/04/2026;CIF;GRN LOG;9855,82;620,42
153022;06/04/2026;CIF;GRN LOG;72965,25;3244,49
153564;06/04/2026;CIF;MID TRANSPORTES;3940,56;202,7
153563;06/04/2026;CIF;MID TRANSPORTES;18323,34;1157,28
153540;06/04/2026;CIF;KAMER CARGO;5978,4;369,1
153518;06/04/2026;CIF;KAMER CARGO;3450;214,31
153472;06/04/2026;CIF;KAMER CARGO;4600;279,65
153539;06/04/2026;CIF;MID TRANSPORTES;6505,2;492,35
153504;06/04/2026;CIF;GRN LOG;6540;213
153475;06/04/2026;CIF;GRN LOG;3761,43;293,84
153455;06/04/2026;CIF;TW TRANSPORTES;5173,13;323,54
153313;06/04/2026;CIF;KAMER CARGO;12345,24;1275,03
153096;06/04/2026;CIF;BRASIL WEB;22491,58;1978,4
153095;06/04/2026;CIF;BRASIL WEB;24531,07;2331,01
153607;06/04/2026;CIF;GRN LOG;56015,91;5215,81
153606;06/04/2026;CIF;GRN LOG;143270,86;11035,84
153595;06/04/2026;CIF;KAMER CARGO;10427,76;736,39
152308;06/04/2026;CIF;TW TRANSPORTES;7578,86;386,69
152971;06/04/2026;CIF/FOB;TR CARGO;10266,23;197,9
153427;06/04/2026;CIF/FOB;TR CARGO;3483,6;144,94
153303;06/04/2026;CIF/FOB;TR CARGO;5834,04;225,8
153354;06/04/2026;CIF/FOB;TR CARGO;5758,04;266,3
153477;06/04/2026;CIF/FOB;TR CARGO;14320,78;716,32
152351;06/04/2026;CIF/FOB;TR CARGO;63143,07;2394,79
153344;06/04/2026;CIF/FOB;TR CARGO;28021,32;1017,99
153584;06/04/2026;CIF/FOB;TR CARGO;11663,04;504,79
153381;06/04/2026;CIF/FOB;TR CARGO;8782;351,05
153380;06/04/2026;CIF/FOB;TR CARGO;19002,48;444,61
153102;06/04/2026;CIF/FOB;TR CARGO;33278,4;780,5
152804;06/04/2026;CIF/FOB;TR CARGO;15808;819,45
153478;06/04/2026;CIF/FOB;TR CARGO;9492,36;182,68
153365;06/04/2026;CIF/FOB;TR CARGO;9090;387,13
153553;06/04/2026;CIF/FOB;TR CARGO;38803,32;1496,6
151202;06/04/2026;CIF/FOB;TR CARGO;5301,4;88,92
153011;06/04/2026;CIF/FOB;TR CARGO;9945,41;379,63
153438;06/04/2026;CIF/FOB;TR CARGO;19178,24;965,83
153429;06/04/2026;CIF/FOB;TR CARGO;5673,34;190,59
153302;06/04/2026;CIF/FOB;TR CARGO;11533,4;503,75
153301;06/04/2026;CIF/FOB;TR CARGO;19464,94;568,79
153479;06/04/2026;CIF/FOB;TR CARGO;7138,84;178,4
153605;06/04/2026;CIF/FOB;TR CARGO;4083,46;96,4
153097;06/04/2026;CIF/FOB;TR CARGO;22630,23;736,27
153401;06/04/2026;CIF/FOB;TR CARGO;15630,81;298,43
153282;06/04/2026;CIF/FOB;CPP LOG;3394,8;131,8
153414;06/04/2026;CIF;CPP LOG;9280,1;413,25
153407;06/04/2026;CIF/FOB;CPP LOG;3309,1;101,23
153264;06/04/2026;CIF;CPP LOG;8429,3;350,03
153435;06/04/2026;CIF/FOB;CPP LOG;5954,88;294,17
153521;06/04/2026;CIF/FOB;CPP LOG;3184;69,51
153520;06/04/2026;CIF/FOB;CPP LOG;3184;69,51
153560;06/04/2026;CIF/FOB;CPP LOG;10584;215,93
153164;06/04/2026;CIF/FOB;CPP LOG;4004,52;192,98
153457;06/04/2026;CIF;CPP LOG;4951,2;122,72
153476;06/04/2026;CIF/FOB;CPP LOG;3600;132,07
153426;06/04/2026;CIF;CPP LOG;2797,56;62,77
153530;06/04/2026;CIF/FOB;CPP LOG;3016;187,77
153348;06/04/2026;CIF;CPP LOG;3401,34;106,87
153526;06/04/2026;CIF/FOB;CPP LOG;3135,8;210,27
153483;06/04/2026;CIF/FOB;CPP LOG;5076,8;288,18
153392;06/04/2026;CIF/FOB;CPP LOG;2595,2;129,35
153251;06/04/2026;CIF/FOB;CPP LOG;2990;120,85
153585;06/04/2026;CIF/FOB;CPP LOG;3660,8;167,1
152332;06/04/2026;CIF/FOB;CPP LOG;3072;91,71
153552;06/04/2026;CIF/FOB;CPP LOG;4060,28;142,37
153168;06/04/2026;CIF;CPP LOG;3013,95;81,96
153550;06/04/2026;CIF/FOB;CPP LOG;5351,4;290,06
153505;06/04/2026;CIF/FOB;CPP LOG;24864,9;1079,53
152151;06/04/2026;CIF/FOB;CPP LOG;29068,5;1323,16
153581;06/04/2026;CIF;CPP LOG;36028,8;831,47
153482;06/04/2026;CIF/FOB;CPP LOG;5673,72;152,58
153519;06/04/2026;CIF/FOB;CPP LOG;2757,3;60,71
153406;06/04/2026;CIF;CPP LOG;3668,4;49,48
152768;06/04/2026;CIF;CPP LOG;5506,2;271,97
